,recommended,review_text
1335,0,1. long lasting battery recharge frequentyly flip phones 2 
1336,0,obviously problem adhesive 
1337,0,disappointing 
1338,0,inexpensive piece would still expected better quality 
1339,0,practically useless add kind boost reception bought 
1340,1,excellent sound quality 
1341,0,happy 
1342,0,piece junk broke phone 2 days 
1343,1,new battery works great phone 
1344,0,worst customer service 
1345,1,'ve dropped phone times say even concrete phone still great knock wood 
1346,0,reception terrible full static 
1347,1,good audio quality 
1348,1,little device transformed organizational capability made life whole lot easier 
1349,0,sitting vehicle cradle belt headset lost signal 
1350,0,jerks phone 
1351,1,works like charm .. works advertised 
1352,1,comfortable nice range good battery life 
1353,0,network coverage los angeles horrible 
1354,0,excellent starter wireless headset 
1355,0,loudspeaker option great bumpers lights appealing 
1356,0,thing think could improve sound leaks headset 
1357,0,first reception sucks never 2 bars ever 
1358,0,phone gets extremely hot 
1359,1,microphone also works well according people called applifies everything 
1360,1,nice design quality 
1361,0,also phone dropped case going save specially dropped face 
1362,1,light easy use clear reception transmission 
1363,0,bad fit way big 
1364,1,definitely good s11 
1365,1,awesome device 
1366,0,waste money 
1367,1,ordered motorola data cable got well finished working product 
1368,1,love phone 
1369,1,looking headset long time 've got could happier 
1370,0,drivng along headset starts ringing reason 
1371,1,display excellent camera good year 
1372,1,battery life also great 
1373,0,worst phone 've ever .... months 
1374,0,good item .. worked started problems auto reverse tape player 
1375,0,embarassing also ears hurt try push ear plug ear 
1376,1,protects phone sides 
1377,0,average phone bad battery life operates weak network 
1378,1,clear skype calls long battery life long range 
1379,0,soyo technology sucks 
1380,1,great hands free device 
1381,1,even take self portraits outside exterior display cool 
1382,0,problem others mentioned 
1383,1,trying many many handsfree gadgets one finally works well 
1384,1,magical help 
1385,0,worst piece crap ever along verizon customer service 
1386,0,poor sound quality 
1387,1,best phone market 
1388,1,worked well 
1389,1,company shipped product promptly works well 
1390,1,exactly wanted 
1391,0,picture resolution far comparably-priced phones offering today 
1392,1,great deal 
1393,1,excellent product satisfied purchase 
1394,1,highly recommend encourage people give try 
1395,1,better 'd expect 
1396,0,using earpieces left right thing stay ear 
1397,1,great product price 
1398,1,sounds good reasonably priced effective simple 
1399,0,still waiting ...... 'm sure item would work well .. ever recieve 
1400,0,disappointment 
1401,1,prompt service 
1402,1,excellent product price 
1403,1,pleased headset 
1404,0,waste money time 
1405,1,especially love long battery life 
1406,0,stupid keep buying new chargers car chargers cradles headphones car kits every time new phone comes 
1407,1,works great 
1408,1,plantronics bluetooth excelent buy 
1409,0,came verizon cingulair nicer cell phones .... first thing noticed really bad service 
1410,0,looking new earpiece 
1411,1,highly recommend device everyone 
1412,1,jawbone era awesome 
1413,0,received white colored battery goes dead couple hoursthe original used last week still lasts longer thereplacement 
1414,0,year battery went completely dead headset 
1415,1,used several phone two years one best 
1416,1,awesome new look fall 2000 
1417,0,first phone 've cheaply made 
1418,0,att clear sound distorted yell talk 
1419,0,plastic breaks really easy clip 
1420,1,price good 
1421,0,make mistake 
1422,0,oh forgot also mention weird color effect phone 
1423,1,'m using iriver spinn case fits fine 
1424,0,also area unit broke .- 'm fond magnetic strap 
1425,1,overall psyched phone appointments contacts gets great reception 
1426,1,every thing phone work perfectly like 
1427,0,another note phone appearance really looks rather bland especially black model 
1428,1,really easy 
1429,1,sanyo survived dozens drops blacktop without ill effect 
1430,1,fantastic earphones 
1431,1,finds cell phone right away enter car 
1432,0,low quality 
1433,1,highly recommend modest priced cellular phone 
1434,1,get better reception clarity phone 've 
1435,0,warning stay away 
1436,0,wish could return unit get back money 
1437,1,awsome device works great 
1438,0,used talk 1 1 1/2 hours battery would literally drained dying 
1439,0,find bad unit comes one earpad only.i would recommend anyone 
1440,0,displeased 
1441,0,might gotten defect would risk buying built quality alone 
1442,0,made case small difficult install 
1443,1,restored phone like new performance 
1444,1,would recommend purchasing jabra jx-10 series 2 works flawlessly moto q go figure 
1445,1,searched internet found one best value 
1446,0,fit 
1447,1,happy product 
1448,1,screen size big key pad lit well enough camera quality excellent camera phone 
1449,0,really nothing bad say headset 
1450,1,'m glad found product amazon hard find high priced 
1451,1,portable works 
1452,1,colleague get great reception.a little expensive performance great 
1453,0,even fully charged went bed turned blue tooth wi-fi noticed 20 left morning 
1454,0,'ve also problems phone reading memory card always turn 
1455,0,good wearing hat sunglasses 
1456,1,timely shipment quality product 
1457,1,nice solid keyboard 
1458,1,well made fits surefire gx2 perfectly 
1459,0,horrible phone 
1460,0,bt50 battery junk 
1461,1,would recommend others 
1462,0,cant get software work computer 
1463,0,disappointed 
1464,0,poor voice clarity 
1465,1,battery works great 
1466,0,buyers remorse one 
1467,0,disappointed accessoryone 
1468,0,find inexcusable probably returning phone perhaps changing carriers 
1469,1,looks great strong '' 
1470,1,tmobile service 2 3 years pretty happy 
1471,0,update procedure difficult cumbersome 
1472,0,disappointment .. hate anything goes ear 
1473,1,great software motorolas 
1474,1,delivery time 
1475,1,easy use 
1476,0,uncomfortable ear use lg vx9900 env 
1477,0,volume switch rocketed unit destination unknown 
1478,1,holds charge long time reasonably comfortable long-wearing conditions quality sound tremendous 
1479,0,'d like return 
1480,1,keyboard really worthwhile usefulness sturdy enough expect problems 
1481,0,verizon bills however difficult understand even though pricing plans simple 
1482,1,charging overnight batteries work great 
1483,1,regret 
1484,1,love phone 
1485,0,disappointment 
1486,0,user friendly 
1487,0,unfortunately ability actually know receiving call rather important feature phone pitiful respect 
1488,0,exchanged phone even problem 
1489,0,results phone either stuck max volume mute 
1490,1,pda rocks 
1491,1,super charged use small hybrid palmtop/camera/cellphone excels roles 
1492,1,would definitely recommend jabra bt250v looking comfort clarity great price 
1493,1,verizon 2 years ago really liked service 
1494,0,pretty piece junk 
1495,0,plug wrong size 
1496,1,works described 
1497,0,save money .... 've item 11 months 
1498,0,bad purchase 
1499,1,well im satisfied 
1500,1,bose noise cancelling amazing important nyc commuter 
1501,1,battery excellent bargain 
1502,0,defective crap 
1503,0,would given star able 
1504,1,wear glasses fits fine 
1505,0,sound quality device unacceptable.unless really quiet area almost hear nothing 
1506,0,would recommend item anyone 
1507,0,holster arrived match photo ad 
1508,1,great problems 
1509,0,earlier review noted plug charger nothing happens 
1510,1,frog phone charm adorable eye catching 
1511,0,never know pushed hard enough right number times function want 
1512,1,sound clear people talk amazed quality 
1513,1,got aluminum case new palm vx worked really well -- protected handheld perfectly far 
1514,1,good product well made 
1515,1,mobile phone tools must 
1516,1,impressed job motorola sturdiness phone 
1517,1,received orders well within shipping timeframe everything good working order overall excited source 
1518,1,phone sturdy waterproof 
1519,0,impressed would recommend item anyone 
1520,0,complaint standard sound volume little low even turned 5 5 
1521,1,thanks amazon things need good price 
1522,1,ended sliding edge pants back pockets instead 
1523,1,go store bought new nokia phone working great 
1524,1,works great 
1525,0,really ugly 
1526,0,horrible switch 3 times 
1527,1,noise shield incrediable 
1528,0,real improvement 
1529,1,razr battery good buy 
1530,1,keep good work amazon 
1531,0,refuse refund replace 
1532,0,unfortunately easy accidentally activate gentle-touch buttons accidentally touch phone face listening 
1533,0,basically threw money window nothing 
1534,1,great case price 
1535,0,took one drop 6 inches kitchen counter cracked.i impressed laughing 
1536,1,bluetooth range good days ago left phone trunk got call carried conversation without hitch 
1537,1,small sleek impressive looking practical setup ample storage place 
1538,1,eargels channel sound directly ear seem increase sound volume clarity 
1539,0,none new ones ever quite worked properly 
1540,1,glad purchased 
1541,0,'ve missed numerous calls reason 
1542,0,perhaps phone defective people hear use 
1543,0,buy product 
1544,0,sucked stuff work phone 
1545,1,shifting bubbling peeling even scratch nothing could happier new one droid 
1546,0,worst software ever used .... could give zero stars would 
1547,0,trying make call exercise frustration 
1548,0,case flimsy piece plastic front side protection whatsoever 
1549,1,jabra earset happy sound quality especially outgoing better 
1550,1,love camera really pretty good quality 
1551,1,thank great service 
1552,1,total package 
1553,1,seller understanding patient would definitely buy 
1554,0,give wirefly 1 star.i contact cingular/at inform practice 
1555,0,aggravating 
1556,1,great product price 
1557,1,purchased family friends enjoy clarity ease use 
1558,1,virgin wireless rocks cheap little phone 
1559,0,none works buy 
1560,0,muddy low quality sound casing around wire insert poorly super glued slid 
1561,0,please dont waste money 
1562,1,'m quite satisfied purchase 
1563,0,looking good quality motorola headset keep looking 
1564,0,yet plantronincs continues use flawed charger design 
1565,0,disapointing results 
1566,0,cumbersome design 
1567,1,great new packaged nice works good problems came less time expected 
1568,1,great product 
1569,0,piece crap 
1570,0,experience terrible ..... fourth bluetooth headset much comfortable last jabra hated 
1571,1,fixes problems 
1572,0,worst ever 
1573,1,happy 
1574,1,'ve trouble accessing internet downloading ringtones performing functions 
1575,0,barely ever hear constantly saying `` '' 
1576,0,battery life highly unacceptable 
1577,0,company joke 
1578,1,everything description said would 
1579,0,due happening every call forced stop using headset 
1580,1,works great car charger especially plug two adapters time 
1581,0,verizon tech support walked procedures none worked ended hard re-set wiping data 
1582,0,voice quality signal strength dropped calls 
1583,1,plays louder speaker size price low would think quality lacking however 
1584,1,better expected 
1585,0,feels poorly constructed menus difficult navigate buttons recessed difficult push 
1586,1,battery holding well 
1587,0,also difficult put on.i 'd recommend avoiding product 
1588,0,used two days always easy hear 
1589,0,got car charger even week charger broken went plug started smoking 
1590,0,sprint terrible customer service 
1591,1,linked phone without effort 
1592,1,cool 
1593,1,easy use 
1594,1,better new 
1595,0,possesed get junk idea 
1596,0,piece trash 
1597,1,pretty good product 
1598,1,great phone 
1599,1,price amazon excellent product would highly recommend 
1600,1,research development division obviously knows 
1601,0,real killer volume course breaking 
1602,1,phones working fine 
1603,1,happy product 
1604,0,poor construction 
1605,0,infuriating 
1606,1,overall would recommend phone new walkman 
1607,0,sprint charges service 
1608,0,cheap feel look cheap 
1609,1,fits ear well comfortable 
1610,0,work europe asia 
1611,1,clipping belt deffinitely make feel like 50 cent up-and-coming 
1612,1,like design look jabra behing ear headsets 5020 pretty comfortible wear 24 hours day without pain ear 
1613,1,amazed quick arrival two original lg cell phone batteries fraction price 
1614,0,worst phone samsung crap ..... crappy samsung e715 .. worst ever seeen 
1615,0,charger worked week completely stopped charging phone 
1616,0,poor product 
1617,0,however needed better instructions 
1618,0,need two hands operate screen.this software interface decade old compete new software designs 
1619,1,worked well paired treo 700w skype headset pc using usb bluetooth transceiver 
1620,0,steer clear product go genuine palm replacementr pens come three-pack 
1621,0,buy buyit sucks 
1622,1,great product ..... sure beats using fingers 
1623,0,plus seriously believe worth steep price point 
1624,1,cases 've tried normally fall apart months one seems long haul 
1625,0,dissapointing performance 
1626,0,make mistake please buy phone 
1627,0,phone might well worst 've ever brand 
1628,0,case less extra originally put later discarded scratched ear 
1629,1,recommend igo anyone different brand cell phones/mp3 players family 
1630,0,bother go store 
1631,1,posted detailed comments grey black phone fire red great color 
1632,1,problem item would order needed 
1633,0,get pay guess 
1634,1,software great job could also make ringtones form existing cds without internet connection 
1635,1,im surprised good quality car charger much reviews 
1636,1,fabulous 
1637,0,however bt headsets currently good real time games like first-person shooters since audio delay messes 
1638,1,used bitpim free program find internet transfer data phone.the price cable excellent 
1639,0,disappointing accessory good manufacturer 
1640,0,performed awful -- muffled tinny incoming sound severe echo end call 
1641,1,wind-resistant 
1642,0,obviously terrible customer service get pay 
1643,1,last forever overly expensive replace.easy operate sound much better others tried 
1644,0,contacted company told although unit still warranty could produce receipt luck 
1645,0,linksys way exchange bad phone refurb unit something 
1646,1,phone sturdy nokia bar phones 
1647,1,great phone 
1648,0,placed treo case snug lot extra room sides 
1649,1,'m pleased 
1650,0,battery terrible 
1651,1,found product easy set use 
1652,0,earpiece large heavy keeps falling ear 
1653,0,utter crap .. sound quality terrible 
1654,0,charger arrived within promised timeframe work 
1655,1,ear loop needed tiny sound great 
1656,0,finally three four times spring latch broke could use longer visor 
1657,1,handsfree part works fine car tries download address book treo reboots.overall still rate device high 
1658,0,talk useless customer service 
1659,0,felt light `` tinny `` 
1660,0,fit palm tungsten e2 broke first time tried plug 
1661,1,'m happy purchase- good quality low price 
1662,1,love look feel samsung flipphones 
1663,1,well-designed sharp -- blue nice color 
1664,1,everything 
1665,0,could recommend 
1666,1,nice sound 
1667,0,looks good picture case huge disappointment 
1668,1,much less jawbone going replace 
1669,1,setup went smoothly 
1670,0,extremely slow takes forever anything 
1671,0,must study anyone interested `` worst sins '' industrial design 
1672,0,first thing happened tracking 
1673,1,well made easy access phone handy detachable belt clip 
1674,0,continue pairing periodically since somehow kept dropping 
1675,0,upload ringtones third party 
1676,0,bluetooth work phone locks screens flash makes calls randomly pocket locked 
1677,0,truly awful 
1678,1,works fine motorola 325 cellphone lot better worn-out battery 
1679,1,volume ringer real good choices loud 
1680,0,none tones acceptable 
1681,0,camera color balance awful 
1682,0,product clearly ready prime time care cool looks tell call coming worthless 
1683,1,love ringtones upbeat 
1684,0,chinese forgeries abound 
1685,1,easy pair samsung cell 
1686,0,instructions explain microphone jack could used 
1687,0,would advise purchase item never worked well 
1688,0,bad pay month service 
1689,1,works well 
1690,0,nokia ca-42 usb cable work phone 
1691,1,clear crisp sound 
1692,1,use smallest earpieces provided stays pretty well 
1693,0,biggest complaint battery drains superfast 
1694,0,design might ergonomic theory could stand ear 
1695,0,buy want use holster 
1696,1,phone also take great pictures even video clips 
1697,0,make look cool 
1698,1,ears occupied background distracting 
1699,1,comfortable fit need headset comfortable least hour time entire day 
1700,0,also phone seem accept anything except cbr mp3s preferably ripped windows media player 
1701,1,beat price 
1702,1,comes strong light use light camera shots even flash sos signals seriously 
1703,1,lightweight works well 
1704,0,beware 
1705,1,love cable allows connect mini-usb device pc 
1706,0,anyone near hear part conversation 
1707,1,cool cases open allowing screen get scratched 
1708,0,bought phone replacement startac regretted since 
1709,1,appears actually outperform original battery china came v325i 
1710,0,store anything phone numbers sim 
1711,0,lasts less 3o minutes actually try use phone.my wife phone problem 
1712,0,poor quality 
1713,1,jabra ear gels `` r '' best 
1714,0,worth 
1715,0,phone crashed completely get replaced 
1716,1,quit working 'd used 18 months purchased another one best headset 've ever owned 
1717,0,unfortunately recharge iphone 4s despite connecting multiple power sources imac external battery wall outlet etc 
1718,1,great phone 
1719,0,simply want small flip phone -- look elsewhere extra bells whistles mediocre 
1720,1,good value works fine power via usb car wall outlet 
1721,1,phone slide around car grip prevents phone slipping hand 
1722,1,simply best bluetooth headset sound quality 
1723,0,think plan one sure last moto phone 
1724,1,span hour two people exclaim `` whoa new phone tv 
1725,1,always used corded headsets freedom wireless helpful 
1726,1,case passed one year mark shows signs wear 100 functional 
1727,1,leather nice soft fit tight cut face good shape 
1728,1,everything need could ask 
1729,0,receiving using product 2 days broke 
1730,1,product great makes working lot easier go copier waiting hold something 
1731,0,none three sizes sent headset would stay ears 
1732,1,t-mobile best customer service anywhere 
1733,1,arrived quickly much less expensive others sold 
1734,0,tried 2 units failed within 2 months .. pros 
1735,1,provides good protection looks classy 
1736,1,krussel always good 
1737,1,tracfonewebsite user friendly makes easy toactivate etc 
1738,1,design good.4 
1739,1,great reception time 
1740,1,would highly recommend product 
1741,0,could use unit sunglasses good texas 
1742,0,dit work time nokia 5320 
1743,0,bought mainly charger broke soon purchasing 
1744,0,like loud buzzing override conversations phone 
1745,1,fantastic buy get whatever next phone 
1746,0,stay away store careful 
1747,1,blueant supertooth hands-free phone speaker awesome 
1748,0,fit 
1749,1,.... item arrived quickly works great metro pcs samsung sch-r450 slider phone sony premium sound ear plugs 
1750,1,light plenty battery capacity confortable wear somewhat extended periods time 
1751,0,disappointing 
1752,1,blue ant easy use 
1753,1,cheap hey works .. pleasantly suprised given low cost item 
1754,0,camera phone may used dustpan indoors 'd rather using disposable 
1755,0,days later puff smoke came phone use 
1756,1,convenient simple use gets job done makes car ride much smoother 
1757,0,nano stated it.my son dissapointed 
1758,1,sound quality excellent well 
1759,1,best headset used 
1760,0,would reccommend 
1761,1,around years carries highest quality anti-glare screen protector found date 
1762,1,wanted 
1763,0,particular model would work motorola q smartphone 
1764,0,wont work right atleast 
1765,0,addition feels amp looks phone lightweight cheap plastic 
1766,0,`` warranty '' problems reoccure.bottom line put money somewhere else cingular support 
1767,0,really wanted plantronics 510 right one many issues me.the good 
1768,1,great product 
1769,1,crisp clear 
1770,0,first charge kept going dead 12 minutes 
1771,0,cheap plastic creaks like old wooden floor 
1772,0,get absolutely horrible reception apartment phones problem 
1773,1,reception generally good 
1774,1,excellent sound battery life inconspicuous boot 
1775,1,great bluetooth 
1776,1,highly recommend case 
1777,1,worthwhile 
1778,1,great deal 
1779,0,phone got year old slowly breaking despite much care part 
1780,0,sorry made purchase 
1781,0,bought hoping could make bluetooth headset fit better things made impossible wear 
1782,0,treo t-mobile refused replace forced buy another phone without kind upgrade discount 
1783,0,horrible 
1784,0,think would hold securly belt 
1785,0,allows possibility double booking date time first 
1786,0,work 2 weeks break 
1787,1,simple use like 
1788,1,great tool entertainment communication data management.oh sure use activesync 4.2 optimal data synchronization results 
1789,0,use case smell disgusting 
1790,0,wanted 
1791,1,2 cases would order another 
1792,1,great phone 
1793,1,bought battery coupon amazon 'm happy purchase 
1794,0,internet access fine rare instance worked 
1795,1,perfect ps3 
1796,1,five star plus plus 
1797,1,good quality bargain .. bought bought cheapy big lots sounded awful people end could hear 
1798,0,50 drain 
1799,0,tried talking real loud shouting telephone gets old still told great 
1800,1,good works fine 
1801,1,price great deal 
1802,1,great price 
1803,0,wind completely useless 
1804,1,yes shiny front side love 
1805,0,work 
1806,0,first thought grtting good deal 7.44 plugged phone v3c razr 
1807,1,reception headset excellent 
1808,1,2 thumbs seller 
1809,1,verizon lg phone work well together good reception range exceeds 20 feet line sight 
1810,0,improper description .... return 
1811,1,1 works 2 comfortable 
1812,1,battery charge-life quite long 
1813,1,jabra eargels fit ears well 
1814,0,battery life 
1815,0,checked everywhere feature really disappointing 
1816,1,product exactly described 
1817,1,gets signal verizon phones 
1818,0,job 
1819,1,would recommend 
1820,1,plan ordering 
1821,1,said phone camera nice many cool effects play video decent well 
1822,1,satisfied cell phone day one 
1823,1,keep getting better better third one 've numerous palms 
1824,0,awkward use unreliable 
1825,1,shipping time also quick 
1826,0,good hoped 
1827,1,good case 
1828,0,work 
1829,1,really good product 
1830,0,unfortunately work 
1831,0,three broke within two months use 
1832,0,dont buy 
1833,0,father v265 battery dying 
1834,0,however ear pads come easily one week lost one 
1835,0,calls drop phone comes screen goes black worst stops ringing intermittently 
1836,0,horrible horrible protector 
1837,0,like nokia either 
1838,0,reaching bottom row uncomfortable send end keys expect be.3 
1839,0,bought nokia cell phone weeks ago nightmare 
1840,0,would take long describe bad customer service experience amazon 
1841,0,disappointing thing speakerphone 
1842,0,terrible .. car accept cassette 
1843,0,product useless since enough charging current charge 2 cellphones planning use 
1844,0,says 
1845,0,stay away q 
1846,0,used dirty 
1847,0,unreliable service t-mobile 
1848,0,good enough price 
1849,0,bought two neither charge 
1850,1,looks nice 
1851,1,excellent tool especially paired phone auto-answer 
1852,1,read reviews problem 
1853,0,products cover important light sensor ear outlet 
1854,1,comfortable hand 
1855,0,work 
1856,0,poor reliability 
1857,1,works 
1858,0,take picture battery drops bar starts beeping letting know dieing 
1859,0,terrible product waste money 
1860,0,last time buying 
1861,0,waste money 
1862,1,far worked like charm 
1863,1,weeks far good 
1864,1,case best part download pictures laptop using ir even send pictures laptop phone 
1865,1,would recommend item 
1866,1,choice headset years.great sound good volume good noise cancellation 
1867,1,nice case feels good hands 
1868,0,item received counterfeit 
1869,1,really good .. far probably best bt headset ever 
1870,1,works fine 
1871,1,received headset good time happy 
1872,1,pleased see could replace well travled swivel holster blackberry flip 
1873,1,sister one also loves 
1874,1,good quality 
1875,0,far worst purchase 've made amazon 
1876,1,excellent dual-purpose headset 
1877,1,excellent 
1878,0,work listening music cingular 8125 
1879,1,seems completely secure holding belt keeping iphone inside 
1880,0,bottowm line another worthless cheap gimmick sprint 
1881,0,trouble volume 
1882,1,good thing fits comfortably small ears 
1883,0,warning buy 
1884,1,pairing iphone could happier far 
1885,0,opens battery connection broken device turned 
1886,0,want clip going top ear causing discomfort 
1887,1,best headset ever 
1888,0,trust website expect helpful support 
1889,1,loud.glad say plantronics 510 maintains flawless connection cell static normal use 
1890,0,speaker low quality making ring tones sound cheap 
1891,1,fits comfortably came three sizes earbud tips 
1892,1,excellent product price 
1893,0,bad reception 
1894,0,product high quality chinese crap 
1895,1,quite comfortable ear 
1896,1,great phone 
1897,0,buy product fails 
1898,0,everything product wrong.first 
1899,1,pairing two devices easy barely took couple minutes started making calls voice dialing feature 
1900,0,utterly confusing first caused lose couple important contacts 
1901,0,terrible phone holder 
1902,1,cutouts buttons placed perfectly 
1903,1,love able use one headset land-line cell 
1904,0,problem ear loops made weak material break easily 
1905,0,nearly good looking amazon picture makes look 
1906,1,despite flaws case exceptional quality well worth additional costs owning official oem product 
1907,0,stupid 
1908,1,hear 'm driving car usually even put loudest setting 
1909,1,seller shipped quickly much cheaper competitors 
1910,1,good show samsung 
1911,1,bought 10 saved alot money 
1912,0,always cuts makes beep beep beep sound says signal failed 
1913,0,could figure 
1914,0,phone sounded ok great ok wife phone almost totally unintelligible could understand word said 
1915,0,take battery phone put back together restart 
1916,0,managed bend leaf spring back place metal enough stress break next drop 
1917,1,leopard print wonderfully wild 
1918,1,works 
1919,0,saggy floppy piece junk 
1920,1,much better hard plastic cases 
1921,0,also new problem 
1922,1,happy far 
1923,1,cool phone 
1924,1,works good 
1925,1,motorola finally got voice quality bluetooth headset right 
1926,0,looses connection phone even within couple feet two 
1927,1,great would really recommend 
1928,0,makes easier keep bluetooth 'm wearing 
1929,0,said .... pretty useless 
1930,0,never got 
1931,0,pair headphones worst ever sound-wise 
1932,0,drain weak snap 
1933,0,charge cingular att 8525 phone 
1934,1,get extra minutes carry call get cut '' 
1935,0,however year fliptop started get loose wobbly eventually screen went black could receive place calls 
1936,0,kept catching cable seat pull phone turn 
1937,1,headset fulfills requirements happy purchase 
1938,1,logitech bluetooth headset 10 
1939,1,like fact rests lightly ear rather inside 
1940,1,lot websites rating good phone 
1941,1,tried cables computer ipod works fine 
1942,0,mic joke volume quite low 
1943,0,'m returning 
1944,0,maintain connection computer lap 
1945,1,easy turn car volume controls quite accessable 
1946,1,mine year christmas bought rest family 
1947,1,otherwise easy install use clear sound 
1948,1,nice leather 
1949,0,purchase different case 
1950,1,joy use 
1951,0,much disappointed company 
1952,1,satisifed 
1953,0,charge 
1954,1,phone get 2005 .... bought s710a say wow 
1955,0,buttons small 
1956,1,reading specs alone makes say wow 
1957,1,love .. great armband 
1958,1,really like product motorola allot clearer ear piece mic 
1959,0,however keypads tinny sometimes reach wrong buttons 
1960,1,exchanged sony ericson z500a 'm pretty happy decision 
1961,1,impressed price cases 
1962,1,also makes easier hold 
1963,1,use product motor control center lot high voltage humming equipment works great 
1964,1,pretty easy 
1965,0,make calls certain places 
1966,0,however girl complain time phone wake like normal phone 
1967,1,beautiful styling though 
1968,0,company charge restocking fee still given refund back 
1969,0,'m trying return refund 
1970,0,plugged find darn thing worked 
1971,1,excellent product 
1972,0,earbud piece breaks easily 
1973,0,lousy product 
1974,0,phone tries hard everything fails ability phone 
1975,1,best charger seen market yet 
1976,1,sweetest phone 
1977,1,oh charger seems work fine 
1978,1,fits securely ear hook even need used sound better directed ear canal 
1979,0,enough volume 
1980,0,echo problem .... unsatisfactory 
1981,0,could take 2 videos time quality poor 
1982,0,waste money 
1983,0,going first negatively review product 
1984,0,adapter provide enough charging current 
1985,0,much hype phone assumed best mistake 
1986,0,also take pictures case lense covered 
1987,0,phone falls easily 
1988,0,work people hear talk 
1989,0,text messaging feature really tricky use 
1990,0,'m really disappointed charger work 
1991,0,painful ear 
1992,0,lasted one day blew 
1993,0,disappointed 
1994,0,kind flops around 
1995,0,screen get smudged easily touches ear face 
1996,0,piece junk .. lose calls phone 
1997,0,item match picture 
1998,0,thing disappoint infra red port irda 
1999,0,answer calls unit never worked 
2000,1,wow loved place 
2001,0,crust good 
2003,1,stopped late may bank holiday rick steve recommendation loved 
2004,1,selection menu great prices 
2005,0,getting angry want damn pho 
2006,0,honeslty taste fresh 
2007,0,potatoes like rubber could tell made ahead time kept warmer 
2008,1,fries great 
2009,1,great touch 
2010,1,service prompt 
2011,0,would go back 
2012,0,cashier care ever say still ended wayyy overpriced 
2013,1,tried cape cod ravoli chicken cranberry mmmm 
2014,0,disgusted pretty sure human hair 
2015,0,shocked signs indicate cash 
2016,1,highly recommended 
2017,0,waitress little slow service 
2018,0,place worth time let alone vegas 
2019,0,like 
2020,0,burrittos blah 
2021,1,food amazing 
2022,1,service also cute 
2023,1,could care less interior beautiful 
2024,1,performed 
2025,1,right .... red velvet cake ..... ohhh stuff good 
2026,0,never brought salad asked 
2027,1,hole wall great mexican street tacos friendly staff 
2028,0,took hour get food 4 tables restaurant food luke warm sever running around like totally overwhelmed 
2029,0,worst salmon sashimi 
2030,1,also combos like burger fries beer 23 decent deal 
2031,0,like final blow 
2032,1,found place accident could happier 
2033,0,seems like good quick place grab bite familiar pub food favor look elsewhere 
2034,1,overall like place lot 
2035,1,redeeming quality restaurant inexpensive 
2036,1,ample portions good prices 
2037,0,poor service waiter made feel like stupid every time came table 
2038,1,first visit hiro delight 
2039,0,service sucks 
2040,1,shrimp tender moist 
2041,0,deal good enough would drag establishment 
2042,0,hard judge whether sides good grossed melted styrofoam want eat fear getting sick 
2043,1,positive note server attentive provided great service 
2044,0,frozen pucks disgust worst people behind register 
2045,1,thing like prime rib dessert section 
2046,0,bad food damn generic 
2047,1,burger good beef cooked right 
2048,1,want sandwich go firehouse 
2049,1,side greek salad greek dressing tasty pita hummus refreshing 
2050,1,ordered duck rare pink tender inside nice char outside 
2051,1,came running us realized husband left sunglasses table 
2052,1,chow mein good 
2053,0,horrible attitudes towards customers talk one customers enjoy food 
2054,1,portion huge 
2055,1,loved friendly servers great food wonderful imaginative menu 
2056,0,heart attack grill downtown vegas absolutely flat-lined excuse restaurant 
2057,0,much seafood like 5 strings pasta bottom 
2058,1,salad right amount sauce power scallop perfectly cooked 
2059,0,ripped banana ripped petrified tasteless 
2060,0,least think refill water struggle wave 10 minutes 
2061,1,place receives stars appetizers 
2062,1,cocktails handmade delicious 
2063,1,'d definitely go back 
2064,1,glad found place 
2065,1,great food service huge portions give military discount 
2066,1,always great time dos gringos 
2067,1,update ..... went back second time still amazing 
2068,0,got food apparently never heard salt batter fish chewy 
2069,1,great way finish great 
2070,1,deal included 5 tastings 2 drinks jeff went beyond expected 
2071,1,really really good rice time 
2072,0,service meh 
2073,0,took 30 min get milkshake nothing chocolate milk 
2074,0,guess known place would suck inside excalibur use common sense 
2075,0,scallop dish quite appalling value well 
2076,0,2 times bad customer service 
2077,1,sweet potato fries good seasoned well 
2078,1,today second time 've lunch buffet pretty good 
2079,0,much good food vegas feel cheated wasting eating opportunity going rice company 
2080,0,coming like experiencing underwhelming relationship parties wait person ask break 
2081,0,walked place smelled like old grease trap 2 others eating 
2082,0,turkey roast beef bland 
2083,1,place 
2084,0,pan cakes everyone raving taste like sugary disaster tailored palate six year old 
2085,1,love pho spring rolls oh yummy try 
2086,0,poor batter meat ratio made chicken tenders unsatisfying 
2087,1,say food amazing 
2088,1,omelets die 
2089,1,everything fresh delicious 
2090,0,summary largely disappointing dining experience 
2091,1,like really sexy party mouth outrageously flirting hottest person party 
2092,0,never hard rock casino never ever step forward 
2093,1,best breakfast buffet 
2094,0,say bye bye tip lady 
2095,0,never go 
2096,1,back 
2097,1,food arrived quickly 
2098,0,good 
2099,1,side cafe serves really good food 
2100,1,server fantastic found wife loves roasted garlic bone marrow added extra meal another marrow go 
2101,1,good thing waiter helpful kept bloddy mary coming 
2102,1,best buffet town price beat 
2103,1,loved mussels cooked wine reduction duck tender potato dishes delicious 
2104,1,one better buffets 
2105,1,went tigerlilly fantastic afternoon 
